component_name,component_type,App Name,App Owner,File_name,Open Mode,Closed,Read,Write,Rewrite,Start,Release,Delete,Sort,Merge,Optional
PCCB0001,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",INPUT01,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0001,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUTPUT01,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0002,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK01,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0004,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",POLICY-ACCTING-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0004,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUTPUT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0004,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",SEARCH-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0004,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DESKCODE-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0005,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK01,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0006,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",REPORT00,OUTPUT,No,No,Yes,No,No,No,No,No,No,No
PCCB0006,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK01,INPUT/INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0006,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK02,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0006,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK03,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0007,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",REPORT00,OUTPUT,No,No,Yes,No,No,No,No,No,No,No
PCCB0007,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",APYSCNLN,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0007,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK01,INPUT/INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0007,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK04,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0007,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK02,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0007,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK03,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0007,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK05,OUTPUT/OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0007,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK06,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0007,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK07,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0008,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",POLICY-ACCTING-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0008,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUTPUT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0009,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",INFILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0009,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DELFILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0009,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ODELFILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0009,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUTFILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0010,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10-DATE-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0010,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC69-ONLINE-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0010,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",BACKUP-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0010,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0011,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I01-PARAM-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0013,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",RATEBOOK-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0016,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CIF-INPUT-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0016,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CIF-AUDIT-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0016,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CIF-NOTFD-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0017,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",REPORT00,OUTPUT,No,No,Yes,No,No,No,No,No,No,No
PCCB0017,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK01,INPUT/INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0017,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK02,INPUT/INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0017,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK03,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0017,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK04,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0017,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK05,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0017,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK06,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0017,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK07,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0018,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CIF-INPUT-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0018,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CIF-AUDIT-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0018,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CIF-LOG-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0018,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CIF-ERROR-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB001A,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",RATEBOOK-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0020,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC50-BILLMSTR,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0020,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",NBIZ-BILLMSTR,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0020,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",AMEX-FILE-SEQ-IN,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0020,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",AMEX-FILE-SEQ-OT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0020,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",AMEX-BILLMSTR,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0020,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0021,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",IN-NY-TRANSMIT,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0021,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",IN-CL-TRANSMIT,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0021,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUT-COMBINED,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0022,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",YTDTAPE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0022,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",VSAM-ONLINE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0022,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ACCTHST,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0023,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-SPBA-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0023,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-REGION-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0023,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-DATE-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0023,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",O-EXTRACT-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0023,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",O-AUDIT-FILE,EXTEND,Yes,No,No,No,No,No,No,No,No,No
PCCB0024,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-GA11-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0024,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-REGION-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0024,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-DATE-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0024,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-GA11LD-FILE,,No,No,No,No,No,No,No,No,No,No
PCCB0024,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",O-GA11-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0024,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",O-AUDIT-FILE,EXTEND,Yes,No,No,No,No,No,No,No,No,No
PCCB0025,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",LETTER-FILE-IN,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0025,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",LETTER-FILE-OT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0025,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",LETTER-FILE-REJ,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0026,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-FFAF015-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0026,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-REGION-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0026,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-DATE-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0026,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-START-DT-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0026,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-EXTRACT-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0026,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",O-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0026,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",O-GA11-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0026,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",O-LETTER-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0026,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",O-AUDIT-FILE,EXTEND,Yes,No,No,No,No,No,No,No,No,No
PCCB0027,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-REGION-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0027,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-DATE-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0027,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-EXTRACT-PREV,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0027,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-EXTRACT-CURR,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0027,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",O-AUDIT-FILE,EXTEND,Yes,No,No,No,No,No,No,No,No,No
PCCB0027,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",O-EMAIL-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0027,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",O-RPTS-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0028,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PLOG-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0028,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PREV-DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0028,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CURR-DATE-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0028,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",REPORT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0028,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",GROUP-UPDT-FILE,OUTPUT,No,No,Yes,No,No,No,No,No,No,No
PCCB0029,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",UPDT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0029,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CYCLE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0029,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0029,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",REPORT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0030,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",GRPMST-EXT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0030,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",REACTIVATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0030,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",GROUP-CHANG-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0030,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PRINT-FILE1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0030,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",GROUP-CANCEL-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0031,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",VSAM-ONLINE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0031,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",SORTPOLC,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0032,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-CYCLE-DATE-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0032,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",INPUT-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0032,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUTPUT-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0033,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-CYCLE-DATE-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0033,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",INPUT-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0033,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUTPUT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0033,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ERROR-REPORT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0035,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PMR-FILE-INPUT,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0035,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PMR-FILE-OUTPUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0035,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ERR-REPORT-FILE1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0035,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ERR-REPORT-FILE2,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0035,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10-DATECARD,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0035,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CARD-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0036,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",INPUT-FILE-DETAIL,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0036,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUTPUT-FILE-DETAIL,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0040,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",INF-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0040,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CODE502-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0045,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-ENVIRON-FILE,INPUT,No,No,No,No,No,No,No,No,No,No
PCCB0045,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",I-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0045,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",O-EMAIL-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0050,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",INF-FILE1,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0050,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",INF-FILE2,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0050,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUT-FILE1,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0050,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUT-FILE2,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0050,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUT-FILE3,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0051,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",INF1,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0051,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",INF3,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0051,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",USER-CONTROL-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0051,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUT1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0051,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CONT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0052,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",MASTER-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0052,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",REGION-TABLE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0052,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUT-FILE1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0052,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUT-FILE2,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0052,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUT-FILE3,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0052,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUT-FILE4,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0065,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10-DATE-CARD,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0065,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",NON-FORFEITURE-LETTER,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0065,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",NON-FORFEITURE-FILE,I-O,Yes,No,No,No,No,No,No,No,No,No
PCCB0065,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",NON-FORFEITURE-STATE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0065,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC35-STATMSTR,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0065,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",LANGIDSW-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0065,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",POLICY-REMARKS-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0066,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10-DATE-CARD,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0066,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",POLICY-MASTER-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0066,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUT-TRAN-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0066,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",NON-FORFEITURE-FILE,I-O,Yes,No,No,No,No,No,No,No,No,No
PCCB0066,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",NON-FORFEITURE-STATE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0069,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",IN-FILE1,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0069,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",IN-FILE2,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0069,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",IN-FILE3,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0069,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",OUT-FILE1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
PCCB0071,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK05,INPUT/INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0071,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK01,INPUT/INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0071,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK02,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0071,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK03,INPUT/INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0071,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORK04,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0080,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10-DATE-CARD,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0080,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",NON-FORFEITURE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0080,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",NFO-DELETE-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0081,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",NON-FORFEITURE-FILE,I-O,Yes,No,No,No,No,No,No,No,No,No
PCCB0081,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",NFO-DELETE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
PCCB0091,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CIF-INPUT-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0091,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CIF-AUDIT-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
PCCB0091,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CIF-LOG-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
